Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
30.9.2009	00:00:00	5.42	-0.16	-0.16	114.60
1.10.2009	00:00:00	1.89	-0.33	-0.33	78.60
2.10.2009	00:00:00	2.91	0.83	0.83	65.65
3.10.2009	00:00:00	0.09	-0.97	-0.97	51.07
4.10.2009	00:00:00	2.32	0.01	0.01	44.72
5.10.2009	00:00:00	3.54	-0.19	-0.19	46.12
6.10.2009	00:00:00	0.8	-1.54	-1.54	39.00
7.10.2009	00:00:00	1.51	-1.11	-1.11	35.52
8.10.2009	00:00:00	9.45	0.38	0.38	55.85
9.10.2009	00:00:00	1.18	-1.81	-1.81	41.82
10.10.2009	00:00:00	0.25	-1.33	-1.33	35.13
11.10.2009	00:00:00	0.01	-2.13	-2.13	28.92
12.10.2009	00:00:00	0.83	-0.28	-0.28	28.96
13.10.2009	00:00:00	5.59	-1.76	-1.76	26.84
14.10.2009	00:00:00	0.01	-3.91	-3.91	21.82
15.10.2009	00:00:00	0	-3.34	-3.34	24.57
16.10.2009	00:00:00	10.17	1.58	1.58	106.01
17.10.2009	00:00:00	7.96	1.33	1.33	129.18
18.10.2009	00:00:00	0.33	-0.44	-0.44	78.24
19.10.2009	00:00:00	0.06	0.23	0.23	50.64
20.10.2009	00:00:00	0.01	-2.04	-2.04	36.39
21.10.2009	00:00:00	0	-2.65	-2.65	30.33
22.10.2009	00:00:00	0	-0.53	-0.53	27.57
23.10.2009	00:00:00	0	1.50	1.50	24.57
24.10.2009	00:00:00	0	1.95	1.95	24.06
25.10.2009	00:00:00	0.01	0.28	0.28	21.08
26.10.2009	00:00:00	0.02	1.55	1.55	21.25
27.10.2009	00:00:00	4.68	1.59	1.59	36.14
28.10.2009	00:00:00	7.15	1.07	1.07	77.99
29.10.2009	00:00:00	0.02	-3.10	-3.10	33.39
30.10.2009	00:00:00	0.47	-1.48	-1.48	28.30
31.10.2009	00:00:00	0	-0.04	-0.04	27.50
1.11.2009	00:00:00	0.08	1.35	1.35	22.72
2.11.2009	00:00:00	1.47	0.44	0.44	20.92
3.11.2009	00:00:00	0.13	1.55	1.55	17.78
4.11.2009	00:00:00	0	1.09	1.09	17.55
5.11.2009	00:00:00	0	-2.46	-2.46	12.92
6.11.2009	00:00:00	0	-3.73	-3.73	12.22
7.11.2009	00:00:00	0	-0.90	-0.90	13.30
8.11.2009	00:00:00	0.01	1.89	1.89	13.35
9.11.2009	00:00:00	0.02	-0.82	-0.82	14.51
10.11.2009	00:00:00	0	-4.68	-4.68	6.22
11.11.2009	00:00:00	0.01	-7.22	-7.22	3.00
12.11.2009	00:00:00	0.05	-7.03	-7.03	4.51
13.11.2009	00:00:00	0.04	-8.65	-8.65	0.57
14.11.2009	00:00:00	0	-5.70	-5.70	4.48
15.11.2009	00:00:00	0.1	1.57	1.57	19.03
16.11.2009	00:00:00	0.29	2.79	2.79	12.60
17.11.2009	00:00:00	0	-1.26	-1.26	12.71
18.11.2009	00:00:00	0.01	2.12	2.12	12.39
19.11.2009	00:00:00	0.06	-0.84	-0.84	12.60
20.11.2009	00:00:00	0.3	-0.49	-0.49	12.81
21.11.2009	00:00:00	2.82	3.91	3.91	37.11
22.11.2009	00:00:00	0.25	0.04	0.04	24.17
23.11.2009	00:00:00	5.48	0.32	0.32	21.67
24.11.2009	00:00:00	3.42	-0.50	-0.50	18.04
25.11.2009	00:00:00	2.97	-0.21	-0.21	17.45
26.11.2009	00:00:00	2.92	2.00	2.00	17.88
27.11.2009	00:00:00	0	2.31	2.31	16.32
28.11.2009	00:00:00	1.32	-1.07	-1.07	14.39
29.11.2009	00:00:00	0.82	-4.61	-4.61	15.76
30.11.2009	00:00:00	0.7	-9.25	-9.25	6.19
1.12.2009	00:00:00	2.54	-7.55	-7.55	10.78
2.12.2009	00:00:00	0.12	-4.64	-4.64	8.43
3.12.2009	00:00:00	0.02	-10.93	-10.93	3.36
4.12.2009	00:00:00	0.01	-4.07	-4.07	2.70
5.12.2009	00:00:00	0	-2.67	-2.67	4.96
6.12.2009	00:00:00	0	-1.10	-1.10	12.53
7.12.2009	00:00:00	0	0.13	0.13	13.41
8.12.2009	00:00:00	0	-0.44	-0.44	8.94
9.12.2009	00:00:00	0	-1.60	-1.60	5.62
10.12.2009	00:00:00	0	-2.50	-2.50	6.51
11.12.2009	00:00:00	0.34	-1.50	-1.50	8.79
12.12.2009	00:00:00	4.44	-0.05	-0.05	13.42
13.12.2009	00:00:00	3.93	-1.40	-1.40	15.61
14.12.2009	00:00:00	10.85	-1.07	-1.07	15.79
15.12.2009	00:00:00	5.23	-2.40	-2.40	14.87
16.12.2009	00:00:00	0.54	-9.44	-9.44	9.75
17.12.2009	00:00:00	0.04	-16.02	-16.02	2.74
18.12.2009	00:00:00	0.02	-25.41	-25.41	1.37
19.12.2009	00:00:00	1.6	-16.57	-16.57	3.15
20.12.2009	00:00:00	0.02	-11.61	-11.61	4.30
21.12.2009	00:00:00	0	-12.97	-12.97	5.38
22.12.2009	00:00:00	1.24	-15.90	-15.90	5.77
23.12.2009	00:00:00	0.54	-14.39	-14.39	6.03
24.12.2009	00:00:00	0.03	-13.84	-13.84	6.96
25.12.2009	00:00:00	0	-8.88	-8.88	7.40
26.12.2009	00:00:00	0.41	-6.18	-6.18	6.52
27.12.2009	00:00:00	4.18	-11.93	-11.93	5.47
28.12.2009	00:00:00	0.83	-12.93	-12.93	4.90
29.12.2009	00:00:00	2.09	-13.49	-13.49	4.97
30.12.2009	00:00:00	0.86	-18.15	-18.15	6.27
31.12.2009	00:00:00	1.13	-12.08	-12.08	6.63
1.1.2010	00:00:00	1.66	-8.41	-8.41	10.55
2.1.2010	00:00:00	0.01	-17.85	-17.85	11.71
3.1.2010	00:00:00	4.2	-18.74	-18.74	12.60
4.1.2010	00:00:00	5.82	-5.44	-5.44	12.63
5.1.2010	00:00:00	0.72	-12.54	-12.54	11.36
6.1.2010	00:00:00	0	-23.48	-23.48	10.38
7.1.2010	00:00:00	0	-31.18	-31.18	10.77
8.1.2010	00:00:00	0	-25.73	-25.73	9.85
9.1.2010	00:00:00	0	-23.39	-23.39	7.42
10.1.2010	00:00:00	0	-21.63	-21.63	5.78
11.1.2010	00:00:00	0	-16.47	-16.47	4.70
12.1.2010	00:00:00	0	-11.98	-11.98	4.37
13.1.2010	00:00:00	0.01	-13.67	-13.67	4.83
14.1.2010	00:00:00	0	-16.98	-16.98	4.67
15.1.2010	00:00:00	0.07	-15.81	-15.81	4.59
16.1.2010	00:00:00	0.02	-12.81	-12.81	4.56
17.1.2010	00:00:00	0	-7.42	-7.42	4.57
18.1.2010	00:00:00	0.16	-7.20	-7.20	4.39
19.1.2010	00:00:00	0.07	-8.81	-8.81	4.20
20.1.2010	00:00:00	0.01	-7.69	-7.69	4.14
21.1.2010	00:00:00	0	-7.84	-7.84	4.02
22.1.2010	00:00:00	0	-7.80	-7.80	3.91
23.1.2010	00:00:00	0.02	-10.12	-10.12	3.81
24.1.2010	00:00:00	0	-9.30	-9.30	3.68
25.1.2010	00:00:00	2.78	-8.50	-8.50	3.58
26.1.2010	00:00:00	0.83	-4.61	-4.61	3.55
27.1.2010	00:00:00	6.03	-4.12	-4.12	3.82
28.1.2010	00:00:00	9.7	-3.40	-3.40	4.18
29.1.2010	00:00:00	6.22	-6.32	-6.32	4.33
30.1.2010	00:00:00	0.66	-11.85	-11.85	4.42
31.1.2010	00:00:00	0.04	-16.79	-16.79	4.45
1.2.2010	00:00:00	0	-20.62	-20.62	4.43
2.2.2010	00:00:00	0	-24.02	-24.02	6.10
3.2.2010	00:00:00	0	-23.79	-23.79	9.73
4.2.2010	00:00:00	0.5	-12.40	-12.40	5.74
5.2.2010	00:00:00	0.92	-6.63	-6.63	3.51
6.2.2010	00:00:00	0.35	-4.86	-4.86	3.33
7.2.2010	00:00:00	0.83	-5.89	-5.89	3.35
8.2.2010	00:00:00	5.13	-2.39	-2.39	3.38
9.2.2010	00:00:00	6.62	-4.51	-4.51	3.40
10.2.2010	00:00:00	0.56	-15.74	-15.74	3.47
11.2.2010	00:00:00	3.87	-11.04	-11.04	3.47
12.2.2010	00:00:00	1.91	-4.10	-4.10	3.49
13.2.2010	00:00:00	0.14	-5.54	-5.54	3.54
14.2.2010	00:00:00	0.71	-1.41	-1.41	3.56
15.2.2010	00:00:00	0.01	-3.82	-3.82	3.59
16.2.2010	00:00:00	0.01	-7.85	-7.85	3.58
17.2.2010	00:00:00	0	-6.95	-6.95	3.54
18.2.2010	00:00:00	0	-9.15	-9.15	3.50
19.2.2010	00:00:00	0	-12.07	-12.07	3.40
20.2.2010	00:00:00	0.01	-15.30	-15.30	3.32
21.2.2010	00:00:00	0	-16.88	-16.88	3.20
22.2.2010	00:00:00	0.05	-21.53	-21.53	3.19
23.2.2010	00:00:00	0	-26.45	-26.45	3.19
24.2.2010	00:00:00	0	-24.70	-24.70	3.20
25.2.2010	00:00:00	0.03	-15.82	-15.82	3.17
26.2.2010	00:00:00	2.05	-10.83	-10.83	3.12
27.2.2010	00:00:00	0.95	-9.39	-9.39	3.07
28.2.2010	00:00:00	0.06	-10.81	-10.81	2.96
1.3.2010	00:00:00	0	-12.58	-12.58	2.86
2.3.2010	00:00:00	0.43	-9.02	-9.02	2.84
3.3.2010	00:00:00	4.06	-8.26	-8.26	2.86
4.3.2010	00:00:00	4.92	-9.72	-9.72	2.96
5.3.2010	00:00:00	0.86	-10.98	-10.98	3.11
6.3.2010	00:00:00	0	-13.50	-13.50	3.22
7.3.2010	00:00:00	0.86	-6.70	-6.70	3.30
8.3.2010	00:00:00	0	1.78	1.78	3.47
9.3.2010	00:00:00	2.86	-3.42	-3.42	3.63
10.3.2010	00:00:00	0.68	-1.17	-1.17	3.97
11.3.2010	00:00:00	2.36	1.14	1.14	4.78
12.3.2010	00:00:00	5.2	-1.83	-1.83	5.45
13.3.2010	00:00:00	6.8	-4.61	-4.61	5.11
14.3.2010	00:00:00	8.23	-5.47	-5.47	4.84
15.3.2010	00:00:00	7.46	-6.07	-6.07	4.79
16.3.2010	00:00:00	5.59	-5.83	-5.83	4.68
17.3.2010	00:00:00	2.3	-5.06	-5.06	4.85
18.3.2010	00:00:00	1.89	-2.55	-2.55	8.04
19.3.2010	00:00:00	11.93	0.78	0.78	18.13
20.3.2010	00:00:00	3.85	1.30	1.30	26.04
21.3.2010	00:00:00	1.18	-1.48	-1.48	29.42
22.3.2010	00:00:00	0.11	-5.00	-5.00	27.09
23.3.2010	00:00:00	0	-6.27	-6.27	22.07
24.3.2010	00:00:00	0.89	-2.96	-2.96	15.87
25.3.2010	00:00:00	0.02	-0.15	-0.15	12.76
26.3.2010	00:00:00	1.58	2.18	2.18	17.19
27.3.2010	00:00:00	7.08	3.71	3.71	43.52
28.3.2010	00:00:00	8.79	-0.55	-0.55	73.21
29.3.2010	00:00:00	0.72	-4.40	-4.40	59.68
30.3.2010	00:00:00	1.52	-2.83	-2.83	42.82
31.3.2010	00:00:00	0.04	-1.49	-1.49	32.41
1.4.2010	00:00:00	0.15	1.53	1.53	30.55
2.4.2010	00:00:00	2.8	0.87	0.87	36.49
3.4.2010	00:00:00	0	0.16	0.16	39.18
4.4.2010	00:00:00	0.01	-1.62	-1.62	35.33
5.4.2010	00:00:00	0	-0.39	-0.39	23.08
6.4.2010	00:00:00	0	-0.41	-0.41	21.06
7.4.2010	00:00:00	0	1.59	1.59	20.13
8.4.2010	00:00:00	0	2.58	2.58	23.58
9.4.2010	00:00:00	1	1.58	1.58	37.92
10.4.2010	00:00:00	1.02	0.35	0.35	38.65
11.4.2010	00:00:00	0.07	0.13	0.13	34.25
12.4.2010	00:00:00	0.01	2.05	2.05	38.33
13.4.2010	00:00:00	0.28	3.20	3.20	50.78
14.4.2010	00:00:00	0.78	-0.45	-0.45	49.66
15.4.2010	00:00:00	2.22	0.73	0.73	42.93
16.4.2010	00:00:00	5.52	-0.43	-0.43	41.89
17.4.2010	00:00:00	3.16	-1.45	-1.45	29.58
18.4.2010	00:00:00	1.25	-1.33	-1.33	23.80
19.4.2010	00:00:00	2.25	-2.98	-2.98	19.23
20.4.2010	00:00:00	0.01	-3.32	-3.32	16.25
21.4.2010	00:00:00	0	-1.34	-1.34	15.12
22.4.2010	00:00:00	1.17	-0.58	-0.58	14.44
23.4.2010	00:00:00	0	-2.53	-2.53	13.68
24.4.2010	00:00:00	0	-2.00	-2.00	13.88
25.4.2010	00:00:00	0	-1.72	-1.72	15.28
26.4.2010	00:00:00	0.02	2.43	2.43	22.16
27.4.2010	00:00:00	1.34	3.60	3.60	61.71
28.4.2010	00:00:00	0.15	-2.04	-2.04	47.47
29.4.2010	00:00:00	4.75	1.72	1.72	86.52
30.4.2010	00:00:00	3.09	4.95	4.95	204.66
1.5.2010	00:00:00	4.91	2.64	2.64	197.67
2.5.2010	00:00:00	4.77	-1.57	-1.57	102.66
3.5.2010	00:00:00	3.38	-1.61	-1.61	63.84
4.5.2010	00:00:00	3.49	-1.04	-1.04	47.46
5.5.2010	00:00:00	1.35	-0.84	-0.84	38.10
6.5.2010	00:00:00	0	-0.13	-0.13	35.41
7.5.2010	00:00:00	0	1.90	1.90	44.63
8.5.2010	00:00:00	0	2.81	2.81	68.52
9.5.2010	00:00:00	0.26	0.66	0.66	57.53
10.5.2010	00:00:00	4.52	0.91	0.91	56.99
11.5.2010	00:00:00	5.63	-1.79	-1.79	40.20
12.5.2010	00:00:00	0	0.88	0.88	39.28
13.5.2010	00:00:00	0	2.81	2.81	49.13
14.5.2010	00:00:00	0	3.97	3.97	81.56
15.5.2010	00:00:00	1.08	4.73	4.73	167.29
16.5.2010	00:00:00	0.14	7.64	7.64	421.75
17.5.2010	00:00:00	0	9.42	9.42	534.05
18.5.2010	00:00:00	1.01	4.88	4.88	441.49
19.5.2010	00:00:00	0.01	5.13	5.13	487.51
20.5.2010	00:00:00	0.4	12.02	12.02	641.37
21.5.2010	00:00:00	0.01	7.19	7.19	538.96
22.5.2010	00:00:00	0	9.38	9.38	429.92
23.5.2010	00:00:00	5.44	7.70	7.70	528.24
24.5.2010	00:00:00	2.92	3.39	3.39	405.56
25.5.2010	00:00:00	3.41	1.64	1.64	253.68
26.5.2010	00:00:00	1.99	1.56	1.56	188.22
27.5.2010	00:00:00	0.1	2.72	2.72	149.51
28.5.2010	00:00:00	0.25	6.65	6.65	186.44
29.5.2010	00:00:00	4.63	4.47	4.47	263.36
30.5.2010	00:00:00	3.64	4.47	4.47	264.17
31.5.2010	00:00:00	0	6.63	6.63	255.62
1.6.2010	00:00:00	0.02	7.07	7.07	284.90
2.6.2010	00:00:00	0	10.91	10.91	285.54
3.6.2010	00:00:00	4.2	9.18	9.18	302.84
4.6.2010	00:00:00	4	4.64	4.64	314.44
5.6.2010	00:00:00	0.19	3.99	3.99	219.30
6.6.2010	00:00:00	0	6.76	6.76	169.66
7.6.2010	00:00:00	0	4.44	4.44	138.50
8.6.2010	00:00:00	2.75	7.13	7.13	163.40
9.6.2010	00:00:00	3.71	7.45	7.45	199.99
10.6.2010	00:00:00	0	7.58	7.58	190.77
11.6.2010	00:00:00	0	12.68	12.68	201.89
12.6.2010	00:00:00	12.76	11.14	11.14	347.81
13.6.2010	00:00:00	6.18	6.36	6.36	371.02
14.6.2010	00:00:00	1.72	4.39	4.39	209.54
15.6.2010	00:00:00	3.14	3.53	3.53	152.56
16.6.2010	00:00:00	0.01	4.87	4.87	115.90
17.6.2010	00:00:00	0.42	7.94	7.94	103.88
18.6.2010	00:00:00	8.42	8.06	8.06	299.76
19.6.2010	00:00:00	36.52	4.42	4.42	959.68
20.6.2010	00:00:00	9.26	2.63	2.63	345.58
21.6.2010	00:00:00	3.69	3.70	3.70	198.32
22.6.2010	00:00:00	0.35	7.36	7.36	153.85
23.6.2010	00:00:00	0.33	7.22	7.22	125.16
24.6.2010	00:00:00	0	10.91	10.91	118.75
25.6.2010	00:00:00	8.16	12.20	12.20	223.33
26.6.2010	00:00:00	7.79	7.79	7.79	222.00
27.6.2010	00:00:00	1.39	5.91	5.91	155.87
28.6.2010	00:00:00	0	10.15	10.15	112.98
29.6.2010	00:00:00	5.97	12.66	12.66	127.95
30.6.2010	00:00:00	2.32	13.21	13.21	227.81
1.7.2010	00:00:00	17.93	8.07	8.07	309.88
2.7.2010	00:00:00	0.09	9.08	9.08	139.97
3.7.2010	00:00:00	0.78	15.95	15.95	114.45
4.7.2010	00:00:00	6.19	15.63	15.63	130.55
5.7.2010	00:00:00	0	15.17	15.17	84.21
6.7.2010	00:00:00	1.1	12.66	12.66	62.15
7.7.2010	00:00:00	3.9	8.69	8.69	64.14
8.7.2010	00:00:00	0	14.00	14.00	45.50
9.7.2010	00:00:00	1.54	12.96	12.96	42.49
10.7.2010	00:00:00	0.06	13.85	13.85	31.04
11.7.2010	00:00:00	0	11.00	11.00	26.82
12.7.2010	00:00:00	0.1	15.38	15.38	26.53
13.7.2010	00:00:00	8.82	12.17	12.17	27.35
14.7.2010	00:00:00	7.64	8.94	8.94	86.84
15.7.2010	00:00:00	0	9.49	9.49	48.81
16.7.2010	00:00:00	1.93	15.19	15.19	42.97
17.7.2010	00:00:00	0	16.17	16.17	30.31
18.7.2010	00:00:00	0.61	15.50	15.50	23.11
19.7.2010	00:00:00	2.99	8.44	8.44	23.52
20.7.2010	00:00:00	2.49	12.63	12.63	18.22
21.7.2010	00:00:00	2.4	13.69	13.69	17.74
22.7.2010	00:00:00	13.79	13.19	13.19	141.00
23.7.2010	00:00:00	7.64	6.29	6.29	141.03
24.7.2010	00:00:00	0	8.26	8.26	57.56
25.7.2010	00:00:00	0	11.37	11.37	32.11
26.7.2010	00:00:00	3.77	10.92	10.92	24.65
27.7.2010	00:00:00	2.12	12.73	12.73	27.94
28.7.2010	00:00:00	0.82	12.84	12.84	25.69
29.7.2010	00:00:00	0.06	15.10	15.10	18.91
30.7.2010	00:00:00	1.39	14.32	14.32	19.59
31.7.2010	00:00:00	7.42	13.58	13.58	29.25
1.8.2010	00:00:00	0.2	13.46	13.46	27.42
2.8.2010	00:00:00	7.42	12.37	12.37	34.62
3.8.2010	00:00:00	2.19	10.07	10.07	30.24
4.8.2010	00:00:00	3.6	11.20	11.20	45.47
5.8.2010	00:00:00	2.34	11.20	11.20	47.38
6.8.2010	00:00:00	0.47	13.81	13.81	25.87
7.8.2010	00:00:00	0.46	12.33	12.33	19.89
8.8.2010	00:00:00	0.01	12.40	12.40	16.38
9.8.2010	00:00:00	0	13.26	13.26	12.72
10.8.2010	00:00:00	0.94	14.06	14.06	11.70
11.8.2010	00:00:00	1.34	13.54	13.54	13.83
12.8.2010	00:00:00	0.29	15.66	15.66	11.87
13.8.2010	00:00:00	2.22	14.45	14.45	10.35
14.8.2010	00:00:00	0.71	15.98	15.98	9.52
15.8.2010	00:00:00	2.45	13.74	13.74	9.09
16.8.2010	00:00:00	0.01	10.60	10.60	8.62
17.8.2010	00:00:00	0	14.86	14.86	7.45
18.8.2010	00:00:00	0	15.95	15.95	7.09
19.8.2010	00:00:00	0	10.85	10.85	6.42
20.8.2010	00:00:00	0	13.76	13.76	6.03
21.8.2010	00:00:00	4.92	8.83	8.83	11.34
22.8.2010	00:00:00	5.46	11.76	11.76	10.41
23.8.2010	00:00:00	4.36	9.55	9.55	15.39
24.8.2010	00:00:00	1.55	9.55	9.55	16.69
25.8.2010	00:00:00	4.05	8.06	8.06	16.75
26.8.2010	00:00:00	1.69	7.33	7.33	14.06
27.8.2010	00:00:00	1.02	6.21	6.21	12.96
28.8.2010	00:00:00	1.19	7.10	7.10	11.84
29.8.2010	00:00:00	5.2	6.63	6.63	13.63
30.8.2010	00:00:00	0.44	6.33	6.33	11.58
31.8.2010	00:00:00	5.39	7.17	7.17	26.28
1.9.2010	00:00:00	13.38	5.22	5.22	127.51
2.9.2010	00:00:00	1.43	4.65	4.65	63.56
3.9.2010	00:00:00	0.2	4.93	4.93	36.79
4.9.2010	00:00:00	0.69	3.67	3.67	27.88
5.9.2010	00:00:00	0.02	5.57	5.57	20.26
6.9.2010	00:00:00	0	8.48	8.48	15.84
7.9.2010	00:00:00	0	11.35	11.35	13.17
8.9.2010	00:00:00	0	11.50	11.50	11.18
9.9.2010	00:00:00	0	11.15	11.15	9.54
10.9.2010	00:00:00	0	9.60	9.60	8.45
11.9.2010	00:00:00	0	8.89	8.89	7.46
12.9.2010	00:00:00	1.95	10.62	10.62	7.52
13.9.2010	00:00:00	5.59	8.14	8.14	12.04
14.9.2010	00:00:00	1.88	10.02	10.02	13.22
15.9.2010	00:00:00	5.14	8.06	8.06	17.19
16.9.2010	00:00:00	3.39	5.40	5.40	29.20
17.9.2010	00:00:00	3.22	4.41	4.41	33.52
18.9.2010	00:00:00	7.9	5.17	5.17	127.92
19.9.2010	00:00:00	4.46	5.60	5.60	131.79
20.9.2010	00:00:00	2	5.03	5.03	86.68
21.9.2010	00:00:00	3.72	4.57	4.57	60.93
22.9.2010	00:00:00	1.97	3.73	3.73	45.34
23.9.2010	00:00:00	8.48	6.58	6.58	142.01
24.9.2010	00:00:00	6.58	4.26	4.26	135.16
25.9.2010	00:00:00	2.54	1.55	1.55	123.95
26.9.2010	00:00:00	0.1	1.51	1.51	76.47
27.9.2010	00:00:00	0	1.06	1.06	46.87
28.9.2010	00:00:00	0	1.11	1.11	34.12
29.9.2010	00:00:00	0	1.64	1.64	26.94
30.9.2010	00:00:00	0	2.61	2.61	22.90
1.10.2010	00:00:00	0.03	5.27	5.27	19.90
2.10.2010	00:00:00	0	5.86	5.86	18.10
3.10.2010	00:00:00	0	5.22	5.22	16.58
4.10.2010	00:00:00	0.21	6.81	6.81	15.93
5.10.2010	00:00:00	0	8.75	8.75	15.34
6.10.2010	00:00:00	0.37	8.61	8.61	14.93
7.10.2010	00:00:00	1.23	8.51	8.51	14.92
8.10.2010	00:00:00	0	6.34	6.34	13.16
9.10.2010	00:00:00	0.02	4.18	4.18	11.58
10.10.2010	00:00:00	3.66	4.70	4.70	12.01
11.10.2010	00:00:00	0.77	0.98	0.98	16.62
12.10.2010	00:00:00	3.8	1.47	1.47	25.39
13.10.2010	00:00:00	2.09	0.64	0.64	28.24
14.10.2010	00:00:00	6.22	1.63	1.63	67.83
15.10.2010	00:00:00	8.41	-1.14	-1.14	46.53
16.10.2010	00:00:00	1.48	-1.15	-1.15	35.13
17.10.2010	00:00:00	2.43	1.40	1.40	34.28
18.10.2010	00:00:00	1.89	3.02	3.02	59.79
19.10.2010	00:00:00	0.6	3.55	3.55	55.23
20.10.2010	00:00:00	6.63	-1.91	-1.91	42.62
21.10.2010	00:00:00	0.67	-7.14	-7.14	22.95
22.10.2010	00:00:00	0	-7.41	-7.41	23.91
23.10.2010	00:00:00	0.34	-4.20	-4.20	26.85
24.10.2010	00:00:00	2.65	-0.94	-0.94	20.07
25.10.2010	00:00:00	1.42	0.02	0.02	17.03
26.10.2010	00:00:00	8.16	-0.70	-0.70	17.49
27.10.2010	00:00:00	0.02	-1.75	-1.75	17.30
28.10.2010	00:00:00	1.95	3.18	3.18	28.87
29.10.2010	00:00:00	1.24	2.67	2.67	34.48
30.10.2010	00:00:00	5.67	4.06	4.06	126.95
31.10.2010	00:00:00	0.76	4.50	4.50	138.45
1.11.2010	00:00:00	2.02	3.82	3.82	76.21
2.11.2010	00:00:00	0.62	-1.25	-1.25	44.38
3.11.2010	00:00:00	0.01	2.93	2.93	34.85
4.11.2010	00:00:00	0	1.58	1.58	28.75
5.11.2010	00:00:00	0	0.06	0.06	21.54
6.11.2010	00:00:00	2.52	-1.38	-1.38	19.71
7.11.2010	00:00:00	2.3	-3.86	-3.86	30.18
8.11.2010	00:00:00	1.87	-7.29	-7.29	20.65
9.11.2010	00:00:00	0.01	-11.82	-11.82	11.58
10.11.2010	00:00:00	0	-12.42	-12.42	9.68
11.11.2010	00:00:00	0.01	-10.51	-10.51	12.11
12.11.2010	00:00:00	0.05	-7.35	-7.35	15.63
13.11.2010	00:00:00	0	-3.24	-3.24	17.71
14.11.2010	00:00:00	0	-1.89	-1.89	19.49
15.11.2010	00:00:00	0.01	-4.06	-4.06	15.91
16.11.2010	00:00:00	1.39	-4.66	-4.66	12.78
17.11.2010	00:00:00	0.03	-6.95	-6.95	8.43
18.11.2010	00:00:00	0.02	-9.85	-9.85	4.71
19.11.2010	00:00:00	0	-12.78	-12.78	2.85
20.11.2010	00:00:00	0	-15.24	-15.24	2.70
21.11.2010	00:00:00	0	-7.48	-7.48	3.85
22.11.2010	00:00:00	0	-6.27	-6.27	4.89
23.11.2010	00:00:00	0.01	-15.00	-15.00	4.86
24.11.2010	00:00:00	0.08	-10.45	-10.45	4.64
25.11.2010	00:00:00	0.01	-17.56	-17.56	4.03
26.11.2010	00:00:00	0	-23.72	-23.72	3.86
27.11.2010	00:00:00	0.02	-21.60	-21.60	4.43
28.11.2010	00:00:00	0.01	-18.32	-18.32	6.02
29.11.2010	00:00:00	0	-18.55	-18.55	8.29
30.11.2010	00:00:00	0.01	-20.27	-20.27	9.17
1.12.2010	00:00:00	0	-19.21	-19.21	8.78
2.12.2010	00:00:00	0	-16.01	-16.01	6.87
3.12.2010	00:00:00	0.02	-18.06	-18.06	5.27
4.12.2010	00:00:00	0	-22.44	-22.44	4.41
5.12.2010	00:00:00	0.21	-14.86	-14.86	3.71
6.12.2010	00:00:00	0.01	-13.42	-13.42	3.30
7.12.2010	00:00:00	1.94	-14.38	-14.38	3.56
8.12.2010	00:00:00	1.86	-8.57	-8.57	3.77
9.12.2010	00:00:00	1.41	-11.83	-11.83	3.47
10.12.2010	00:00:00	1.49	-11.98	-11.98	2.80
11.12.2010	00:00:00	15.34	-6.45	-6.45	2.37
12.12.2010	00:00:00	5.83	-7.80	-7.80	2.12
13.12.2010	00:00:00	11.31	-4.84	-4.84	1.93
14.12.2010	00:00:00	1.61	-10.96	-10.96	1.71
15.12.2010	00:00:00	1.85	-5.04	-5.04	1.60
16.12.2010	00:00:00	3.96	-4.94	-4.94	1.62
17.12.2010	00:00:00	0.3	-11.59	-11.59	1.66
18.12.2010	00:00:00	0.82	-10.01	-10.01	1.66
19.12.2010	00:00:00	0	-14.26	-14.26	1.64
20.12.2010	00:00:00	0.02	-17.50	-17.50	1.63
21.12.2010	00:00:00	0.01	-19.50	-19.50	1.61
22.12.2010	00:00:00	0.7	-21.22	-21.22	1.60
23.12.2010	00:00:00	0.01	-24.00	-24.00	1.57
24.12.2010	00:00:00	0	-25.60	-25.60	1.54
25.12.2010	00:00:00	0.04	-26.38	-26.38	1.52
26.12.2010	00:00:00	0.74	-14.79	-14.79	1.49
27.12.2010	00:00:00	0.68	-12.91	-12.91	1.44
28.12.2010	00:00:00	0	-10.46	-10.46	1.39
29.12.2010	00:00:00	0	-14.61	-14.61	1.37
30.12.2010	00:00:00	5.44	-16.56	-16.56	1.35
31.12.2010	00:00:00	6.19	-4.82	-4.82	1.36
1.1.2011	00:00:00	9.8	-3.70	-3.70	1.41
2.1.2011	00:00:00	6.19	-4.23	-4.23	1.46
3.1.2011	00:00:00	4.05	-6.18	-6.18	1.50
4.1.2011	00:00:00	0.97	-8.33	-8.33	1.53
5.1.2011	00:00:00	0.18	-8.95	-8.95	1.55
6.1.2011	00:00:00	2.4	-6.26	-6.26	1.58
7.1.2011	00:00:00	0.08	-7.00	-7.00	1.63
8.1.2011	00:00:00	0.18	-10.51	-10.51	1.67
9.1.2011	00:00:00	0.01	-5.88	-5.88	1.73
10.1.2011	00:00:00	4.49	-4.95	-4.95	1.77
11.1.2011	00:00:00	5.69	-7.06	-7.06	1.81
12.1.2011	00:00:00	2.9	-10.78	-10.78	1.86
13.1.2011	00:00:00	1.1	-6.23	-6.23	1.93
